chrom	start	end	width	strand	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
chr1	86042173	86044427	2255	*	78.21542	-0.5782091	0.25741853	-2.246183	2.469230e-02	2.590559e-01
chr3	101567799	101568811	1013	*	349.97797	0.3242598	0.14442896	2.245116	2.476067e-02	2.593633e-01
chr20	62693980	62694736	757	*	127.51872	0.4417432	0.19676219	2.245062	2.476418e-02	2.593633e-01
chr9	136324562	136325513	952	*	75.94078	0.6304974	0.28086258	2.244861	2.477706e-02	2.594145e-01
chr1	36022667	36023581	915	*	259.17748	0.3276335	0.14597688	2.244420	2.480537e-02	2.595343e-01
chr9	103191330	103191920	591	*	31.22753	-0.9255239	0.41246168	-2.243903	2.483866e-02	2.597598e-01
chrX	56755334	56755980	647	*	15.86276	1.5099317	0.67312448	2.243169	2.488594e-02	2.600826e-01
chr13	28366417	28367063	647	*	37.01531	0.8002499	0.35699870	2.241604	2.498695e-02	2.604895e-01
chr6	88299466	88300110	645	*	84.40453	0.5805094	0.25906781	2.240762	2.504148e-02	2.606845e-01
chr21	34914369	34915839	1471	*	328.01801	0.3183302	0.14239031	2.235617	2.537688e-02	2.623035e-01
chr18	51883845	51884790	946	*	51.80516	-0.7523441	0.33674474	-2.234167	2.547206e-02	2.626584e-01
chr17	26645754	26646478	725	*	162.53989	0.4225768	0.18914510	2.234141	2.547381e-02	2.626584e-01
chr8	65493007	65494744	1738	*	61.00631	-0.7159602	0.32051340	-2.233792	2.549678e-02	2.628236e-01
chr5	5422131	5423039	909	*	236.75850	0.3490139	0.15629893	2.232989	2.554964e-02	2.630878e-01
chr3	50273161	50273737	577	*	353.47049	0.2902190	0.12999310	2.232572	2.557715e-02	2.631949e-01
chr3	50297431	50298533	1103	*	316.65690	0.2931245	0.13132515	2.232052	2.561154e-02	2.632488e-01
chr1	145575011	145576590	1580	*	231.17990	0.3474138	0.15565309	2.231975	2.561660e-02	2.632488e-01
chr9	115950305	115950811	507	*	14.63195	-1.5322152	0.68666754	-2.231379	2.565606e-02	2.634197e-01
chr2	676164	677682	1519	*	579.09622	0.2623507	0.11760834	2.230715	2.569999e-02	2.636948e-01
chr2	159313034	159314852	1819	*	273.54992	0.3308036	0.14832486	2.230264	2.572992e-02	2.638259e-01
chr7	116659889	116660588	700	*	186.18715	0.4650623	0.20855777	2.229897	2.575430e-02	2.639001e-01
chr1	113932467	113933274	808	*	335.64314	0.2758901	0.12382040	2.228148	2.587067e-02	2.647987e-01
chr3	113414885	113416086	1202	*	251.39215	0.3274375	0.14703015	2.227009	2.594667e-02	2.655177e-01
chr6	26157492	26158750	1259	*	135.43694	-0.5424512	0.24376593	-2.225296	2.606140e-02	2.661389e-01
chr17	67322955	67323906	952	*	151.69433	0.4514696	0.20298260	2.224179	2.613640e-02	2.665728e-01
chr7	112090065	112091555	1491	*	435.69236	0.2519479	0.11342116	2.221348	2.632738e-02	2.677516e-01
chr3	147121396	147121726	331	*	14.17541	-1.3399599	0.60334174	-2.220897	2.635794e-02	2.678247e-01
chr1	43637593	43638457	865	*	74.68631	0.6035566	0.27176285	2.220894	2.635812e-02	2.678247e-01
chr11	34470349	34470913	565	*	35.99617	1.6002269	0.72105304	2.219291	2.646690e-02	2.680154e-01
chr9	115875189	115875728	540	*	16.99790	-1.2796441	0.57660997	-2.219254	2.646944e-02	2.680154e-01
chr1	167522599	167523343	745	*	89.27327	0.5398366	0.24340628	2.217842	2.656564e-02	2.684475e-01
chr6	108881835	108882416	582	*	56.53736	0.7390732	0.33326026	2.217706	2.657491e-02	2.684475e-01
chr2	45236458	45237227	770	*	48.00882	-0.7686391	0.34659933	-2.217659	2.657809e-02	2.684475e-01
chr10	82213499	82214135	637	*	115.31022	0.5245496	0.23654132	2.217581	2.658340e-02	2.684475e-01
chr11	13298573	13299716	1144	*	170.89375	0.4377703	0.19741383	2.217526	2.658718e-02	2.684475e-01
chr6	43444955	43445832	878	*	35.15339	0.9113124	0.41097657	2.217431	2.659362e-02	2.684475e-01
chr5	39219531	39219922	392	*	24.15719	1.3014496	0.58706983	2.216857	2.663289e-02	2.686686e-01
chr3	70048615	70049484	870	*	432.92540	0.2834328	0.12788319	2.216342	2.666812e-02	2.689283e-01
chr8	77912106	77913065	960	*	213.16171	0.4013322	0.18109148	2.216185	2.667886e-02	2.689560e-01
chr7	76751302	76752108	807	*	314.21297	0.3090049	0.13953479	2.214537	2.679186e-02	2.696979e-01
chr10	94050425	94051316	892	*	150.49185	0.4905061	0.22155550	2.213920	2.683430e-02	2.697572e-01
chr17	57232262	57233157	896	*	649.67944	0.2179822	0.09850198	2.212973	2.689948e-02	2.700573e-01
chr6	37467380	37468049	670	*	73.73894	0.6128626	0.27694661	2.212927	2.690268e-02	2.700573e-01
chr13	48877315	48878474	1160	*	58.00355	0.7381724	0.33366662	2.212305	2.694559e-02	2.702286e-01
chr3	9437921	9439550	1630	*	477.30830	0.2429595	0.10993049	2.210119	2.709690e-02	2.710395e-01
chr6	31794737	31795695	959	*	250.94338	0.3589021	0.16246710	2.209075	2.716940e-02	2.713004e-01
chr10	99257609	99258941	1333	*	234.09740	0.3158014	0.14304924	2.207641	2.726931e-02	2.718763e-01
chr2	136742594	136743596	1003	*	124.25709	0.4782876	0.21669501	2.207193	2.730061e-02	2.718988e-01
chr9	140094909	140095695	787	*	137.49888	0.4308270	0.19564517	2.202084	2.765940e-02	2.738767e-01
chr17	42143637	42144161	525	*	68.70897	0.6360341	0.28884934	2.201958	2.766827e-02	2.739058e-01
chr2	77000019	77000456	438	*	61.11683	0.8399270	0.38207182	2.198348	2.792429e-02	2.752009e-01
chr12	121570269	121571177	909	*	103.74512	-0.4574730	0.20814533	-2.197854	2.795954e-02	2.753132e-01
chr7	76178259	76179137	879	*	125.73538	0.5169341	0.23528450	2.197060	2.801617e-02	2.755168e-01
chr3	125634449	125635631	1183	*	1060.80671	0.2233212	0.10165566	2.196840	2.803188e-02	2.755168e-01
chr19	10627662	10628954	1293	*	26.43582	-0.9623225	0.43823214	-2.195919	2.809771e-02	2.759087e-01
chr16	87984299	87985488	1190	*	153.64832	0.4213912	0.19194199	2.195409	2.813426e-02	2.760913e-01
chr20	60813111	60813993	883	*	221.12992	0.3683403	0.16792281	2.193509	2.827070e-02	2.767244e-01
chr10	102132935	102134102	1168	*	266.59849	0.3690302	0.16837299	2.191742	2.839811e-02	2.776183e-01
chr1	178062374	178063854	1481	*	162.42345	0.3853685	0.17596741	2.189999	2.852430e-02	2.784345e-01
chr7	158808045	158808695	651	*	51.87100	0.6958808	0.31785581	2.189297	2.857526e-02	2.786787e-01
chr20	43513877	43514805	929	*	242.65598	0.3574696	0.16332648	2.188681	2.862004e-02	2.788829e-01
chr7	116139426	116140205	780	*	49.12417	0.7495949	0.34255534	2.188245	2.865179e-02	2.789227e-01
chr2	133428304	133429314	1011	*	26.76678	-1.1217094	0.51272333	-2.187748	2.868796e-02	2.790337e-01
chr1	1980870	1982179	1310	*	114.64518	0.5637671	0.25774509	2.187305	2.872028e-02	2.792173e-01
chr1	224139545	224139994	450	*	13.49184	-1.9430571	0.88959183	-2.184212	2.894668e-02	2.803834e-01
chr17	46184567	46185313	747	*	151.01918	0.4372277	0.20020154	2.183938	2.896681e-02	2.805047e-01
chr1	101704257	101704584	328	*	32.91488	-0.9462191	0.43365145	-2.181981	2.911096e-02	2.814254e-01
chr6	147829441	147830048	608	*	20.27441	-1.0748517	0.49266631	-2.181703	2.913144e-02	2.815084e-01
chrX	153744265	153745154	890	*	114.39444	0.4606100	0.21160088	2.176787	2.949648e-02	2.834339e-01
chr12	4429840	4430703	864	*	168.91803	0.3926046	0.18043654	2.175860	2.956575e-02	2.839223e-01
chr8	57123593	57124643	1051	*	249.96692	0.3283343	0.15100831	2.174280	2.968411e-02	2.848811e-01
chr19	37262239	37264083	1845	*	62.59159	-0.6475732	0.29785810	-2.174100	2.969765e-02	2.848925e-01
chr1	173174454	173175171	718	*	41.48000	1.1060580	0.50895737	2.173184	2.976647e-02	2.851971e-01
chr18	48346198	48346579	382	*	23.82103	1.0951693	0.50398539	2.173018	2.977897e-02	2.852577e-01
chr16	66914052	66915163	1112	*	77.06243	0.5845709	0.26911448	2.172202	2.984047e-02	2.856689e-01
chr1	26145453	26147386	1934	*	227.95650	0.3160213	0.14551198	2.171789	2.987162e-02	2.858155e-01
chr1	65885441	65886889	1449	*	414.15219	0.3368216	0.15519501	2.170312	2.998322e-02	2.863822e-01
chr2	236402270	236403069	800	*	94.24762	0.5562435	0.25631352	2.170168	2.999410e-02	2.864269e-01
chr1	10269903	10270835	933	*	280.99800	0.2828995	0.13038070	2.169796	3.002232e-02	2.866318e-01
chr3	62935935	62936194	260	*	12.95468	1.9115625	0.88246029	2.166174	3.029789e-02	2.878394e-01
chr11	85955323	85956626	1304	*	62.16576	0.6446861	0.29764890	2.165928	3.031669e-02	2.878561e-01
chr13	37006142	37006634	493	*	13.43308	-1.8943860	0.87566222	-2.163375	3.051233e-02	2.886883e-01
chr12	58087516	58088193	678	*	136.39830	0.4151786	0.19210489	2.161208	3.067927e-02	2.893190e-01
chr1	24742006	24742483	478	*	51.59347	0.7855632	0.36403169	2.157953	3.093151e-02	2.906291e-01
chr14	103851242	103852150	909	*	120.34011	0.4597203	0.21305824	2.157721	3.094952e-02	2.906294e-01
chr20	18392539	18393066	528	*	29.53377	-0.9333456	0.43268049	-2.157124	3.099597e-02	2.907565e-01
chr1	166844997	166845850	854	*	138.17697	0.4682284	0.21716302	2.156115	3.107470e-02	2.913221e-01
chr17	45266218	45267191	974	*	190.05205	0.3980234	0.18467537	2.155260	3.114151e-02	2.915892e-01
chr13	28023829	28024789	961	*	61.77742	0.6918145	0.32122549	2.153672	3.126587e-02	2.922834e-01
chr1	9599171	9600294	1124	*	162.69395	0.4277964	0.19865981	2.153412	3.128632e-02	2.923800e-01
chr1	109654707	109655753	1047	*	68.58485	-0.6723347	0.31231480	-2.152747	3.133858e-02	2.925484e-01
chr16	2083370	2084159	790	*	51.99799	-0.6723790	0.31237790	-2.152454	3.136162e-02	2.926450e-01
chr19	2151193	2152177	985	*	129.37482	0.4409665	0.20499600	2.151098	3.146845e-02	2.933353e-01
chr1	45265398	45266285	888	*	221.20126	0.3201070	0.14881626	2.151022	3.147449e-02	2.933353e-01
chr19	18747081	18747881	801	*	180.23482	0.4207735	0.19562942	2.150870	3.148643e-02	2.933353e-01
chrX	17754982	17755803	822	*	65.61607	0.6659344	0.30985265	2.149197	3.161879e-02	2.939786e-01
chr5	176784644	176785351	708	*	23.95696	-1.2470320	0.58025457	-2.149112	3.162553e-02	2.939786e-01
chr5	149535077	149535713	637	*	31.31426	-0.8848330	0.41190642	-2.148141	3.170256e-02	2.939972e-01
chr15	73925452	73926167	716	*	121.07331	0.4564395	0.21254603	2.147485	3.175466e-02	2.940610e-01
chr5	43039589	43040890	1302	*	77.74686	0.6794762	0.31643526	2.147283	3.177073e-02	2.940830e-01
chr3	9974329	9975973	1645	*	192.42243	0.3583130	0.16691970	2.146619	3.182361e-02	2.942818e-01
chr8	11561340	11561935	596	*	36.54644	-0.9036711	0.42114453	-2.145751	3.189288e-02	2.946848e-01
chr17	4900650	4901654	1005	*	109.45332	0.5246862	0.24458080	2.145247	3.193313e-02	2.948784e-01
chr14	90797978	90798565	588	*	90.69277	0.5385900	0.25113800	2.144598	3.198501e-02	2.951615e-01
chr11	63605793	63606895	1103	*	93.56314	0.5673387	0.26460927	2.144062	3.202790e-02	2.953390e-01
chr4	8200170	8201456	1287	*	112.23073	0.5422875	0.25294270	2.143914	3.203975e-02	2.953390e-01
chr5	693166	693920	755	*	83.87524	0.6854054	0.31969968	2.143904	3.204059e-02	2.953390e-01
chr6	26033524	26034250	727	*	39.35356	-0.8299512	0.38730575	-2.142884	3.212242e-02	2.957390e-01
chr21	45148035	45149048	1014	*	175.93264	0.4122023	0.19236823	2.142777	3.213098e-02	2.957588e-01
chr7	50849926	50851082	1157	*	65.36618	0.6834885	0.31898759	2.142681	3.213875e-02	2.957713e-01
chr1	45272832	45274343	1512	*	436.97530	-0.2537934	0.11869178	-2.138256	3.249600e-02	2.979897e-01
chr11	74203840	74204927	1088	*	279.51613	0.3199229	0.14963283	2.138053	3.251244e-02	2.980813e-01
chr2	70141397	70142425	1029	*	596.33288	0.2150384	0.10058404	2.137897	3.252507e-02	2.981379e-01
chr9	114393170	114393967	798	*	88.85411	0.5543541	0.25946095	2.136561	3.263372e-02	2.986593e-01
chr1	184942861	184943790	930	*	14.73277	-1.3112719	0.61413445	-2.135155	3.274839e-02	2.991353e-01
chr13	52702827	52703439	613	*	26.51188	1.0874302	0.50930438	2.135128	3.275053e-02	2.991353e-01
chr8	145690571	145691577	1007	*	183.85867	0.3600921	0.16897369	2.131055	3.308465e-02	3.010870e-01
chr7	42971542	42972353	812	*	150.12394	0.3969313	0.18626445	2.131009	3.308838e-02	3.010870e-01
chr17	13972364	13973219	856	*	66.25283	0.6144449	0.28837166	2.130740	3.311059e-02	3.010870e-01
chr8	103818555	103819954	1400	*	186.16936	-0.4089187	0.19192389	-2.130629	3.311969e-02	3.010870e-01
chr19	8070126	8070796	671	*	44.30784	0.7532566	0.35360088	2.130245	3.315137e-02	3.011875e-01
chr17	5371954	5372483	530	*	67.36570	0.5795455	0.27209951	2.129903	3.317964e-02	3.013178e-01
chr1	33646228	33647833	1606	*	131.34055	0.4318794	0.20281378	2.129438	3.321804e-02	3.014965e-01
chr15	71055457	71056321	865	*	104.95861	0.5000402	0.23508253	2.127083	3.341315e-02	3.025770e-01
chr1	150551700	150552552	853	*	129.91232	0.4412742	0.20774251	2.124140	3.365843e-02	3.035242e-01
chr1	150480426	150480721	296	*	22.75090	-1.1047701	0.52101961	-2.120400	3.397230e-02	3.051624e-01
chr9	36190543	36191197	655	*	120.50424	0.4601435	0.21720141	2.118511	3.413185e-02	3.058609e-01
chr1	12655815	12656346	532	*	21.40117	-1.0892194	0.51423719	-2.118127	3.416435e-02	3.059943e-01
chr6	109775567	109777467	1901	*	209.18930	0.3953847	0.18676797	2.116984	3.426125e-02	3.063017e-01
chr15	73343994	73345166	1173	*	82.45719	0.5032340	0.23772925	2.116837	3.427371e-02	3.063017e-01
chr2	122494195	122494906	712	*	134.01358	0.4520521	0.21355621	2.116783	3.427830e-02	3.063017e-01
chr1	235530465	235531011	547	*	162.63635	0.4012055	0.18960806	2.115973	3.434712e-02	3.064421e-01
chr14	75535869	75536547	679	*	78.67025	0.5629087	0.26627901	2.113981	3.451690e-02	3.072813e-01
chr4	140476328	140477812	1485	*	44.65208	-0.7614561	0.36027933	-2.113516	3.455663e-02	3.074444e-01
chr15	30691100	30691650	551	*	16.48745	-1.4170475	0.67047939	-2.113484	3.455935e-02	3.074444e-01
chr5	140098149	140098915	767	*	24.21862	-1.1373587	0.53822631	-2.113161	3.458701e-02	3.076311e-01
chr19	39900311	39900936	626	*	48.66193	0.6917844	0.32785157	2.110054	3.485372e-02	3.092883e-01
chr17	58469085	58470115	1031	*	186.22683	0.3706004	0.17564516	2.109938	3.486367e-02	3.093171e-01
chr15	92395966	92397319	1354	*	96.96240	-0.4975399	0.23582875	-2.109751	3.487982e-02	3.093301e-01
chr18	9334147	9335310	1164	*	53.11631	0.6511486	0.30866962	2.109532	3.489864e-02	3.093301e-01
chr9	19229864	19231040	1177	*	103.58245	0.4925603	0.23353279	2.109170	3.492995e-02	3.093950e-01
chr8	59465359	59466425	1067	*	182.11757	0.3830256	0.18162911	2.108834	3.495895e-02	3.093950e-01
chr10	62537787	62538724	938	*	125.14323	0.4446805	0.21097257	2.107764	3.505137e-02	3.094953e-01
chr11	85338947	85339866	920	*	153.06061	0.3839494	0.18219910	2.107307	3.509100e-02	3.097267e-01
chr1	64577944	64578356	413	*	15.88405	-1.4502307	0.68834419	-2.106839	3.513150e-02	3.099119e-01
chrX	38079101	38080917	1817	*	67.89993	0.5976627	0.28374029	2.106372	3.517203e-02	3.099119e-01
chr13	80913113	80913497	385	*	36.57905	0.7843633	0.37239635	2.106259	3.518183e-02	3.099119e-01
chr2	158484727	158485891	1165	*	149.05185	0.4613075	0.21902300	2.106206	3.518646e-02	3.099119e-01
chr12	13348887	13349823	937	*	274.86257	-0.3429565	0.16284706	-2.106004	3.520401e-02	3.099538e-01
chr3	129158601	129159495	895	*	364.39994	0.2719019	0.12911361	2.105912	3.521196e-02	3.099646e-01
chr6	109761549	109762914	1366	*	74.29203	0.6634346	0.31504946	2.105811	3.522078e-02	3.099831e-01
chr11	124669865	124670852	988	*	89.08445	0.5353843	0.25444099	2.104159	3.536458e-02	3.105856e-01
chr8	87520381	87521173	793	*	253.40026	0.3229342	0.15347639	2.104129	3.536715e-02	3.105856e-01
chr3	125693903	125694719	817	*	204.66006	0.3604336	0.17131974	2.103865	3.539021e-02	3.105856e-01
chr1	19970462	19971112	651	*	56.23562	0.6599333	0.31376332	2.103284	3.544097e-02	3.108413e-01
chrX	152952934	152953440	507	*	38.06519	0.8178675	0.38918685	2.101478	3.559904e-02	3.117077e-01
chr1	182583769	182584513	745	*	65.13740	-0.6476017	0.30838616	-2.099970	3.573147e-02	3.123340e-01
chr16	66730218	66731230	1013	*	49.77370	0.7405167	0.35276614	2.099172	3.580177e-02	3.124978e-01
chr21	46359585	46360438	854	*	26.40157	0.9898687	0.47155319	2.099167	3.580222e-02	3.124978e-01
chr1	164527909	164528638	730	*	124.64179	0.4770838	0.22733498	2.098594	3.585273e-02	3.125064e-01
chr17	41149890	41150828	939	*	163.47280	0.4113012	0.19605456	2.097892	3.591471e-02	3.128104e-01
chr10	23727555	23728412	858	*	58.22864	0.6294620	0.30007349	2.097693	3.593228e-02	3.128184e-01
chr14	100070436	100071544	1109	*	106.25530	0.4746340	0.22644964	2.095980	3.608392e-02	3.134490e-01
chr17	68165050	68166112	1063	*	129.08696	0.5388814	0.25713719	2.095696	3.610915e-02	3.134490e-01
chr11	114270742	114271680	939	*	78.78313	0.5444477	0.25980436	2.095607	3.611711e-02	3.134490e-01
chr5	52083436	52084396	961	*	57.22531	-0.6510474	0.31089067	-2.094136	3.624786e-02	3.139940e-01
chr10	64892654	64893596	943	*	101.77173	0.5316815	0.25395152	2.093634	3.629260e-02	3.142046e-01
chr8	54792152	54793712	1561	*	234.07356	0.3526602	0.16846505	2.093373	3.631585e-02	3.143470e-01
chr2	198174961	198175845	885	*	141.83856	0.4532204	0.21671001	2.091368	3.649506e-02	3.150711e-01
chr17	79980527	79981612	1086	*	436.59233	0.2394033	0.11451207	2.090638	3.656048e-02	3.153249e-01
chr20	62587257	62589021	1765	*	350.99796	0.2487597	0.11899880	2.090438	3.657843e-02	3.153249e-01
chr19	49149519	49150085	567	*	32.60221	0.8328992	0.39848263	2.090177	3.660190e-02	3.154036e-01
chr6	26183621	26184309	689	*	16.08887	-1.3209844	0.63204208	-2.090026	3.661545e-02	3.154615e-01
chr5	170814335	170815762	1428	*	133.60092	0.4776400	0.22860908	2.089331	3.667794e-02	3.157052e-01
chr2	172290242	172291323	1082	*	318.34839	0.2799368	0.13406491	2.088069	3.679159e-02	3.163454e-01
chr1	52195029	52195873	845	*	118.77685	0.4863728	0.23299758	2.087459	3.684670e-02	3.165175e-01
chr2	160568491	160569428	938	*	191.70463	0.3715611	0.17805222	2.086810	3.690534e-02	3.166588e-01
chr14	58618428	58619251	824	*	25.17403	-0.9847727	0.47198879	-2.086432	3.693948e-02	3.168339e-01
chr1	225997458	225998205	748	*	135.75960	0.4169066	0.19983704	2.086233	3.695753e-02	3.168763e-01
chr19	11200023	11200231	209	*	22.21271	-1.2040178	0.57714550	-2.086160	3.696414e-02	3.168763e-01
chr3	39424731	39425992	1262	*	103.24981	0.4702116	0.22550217	2.085175	3.705339e-02	3.173042e-01
chr2	74880980	74881858	879	*	207.39874	0.3661141	0.17569319	2.083826	3.717598e-02	3.178584e-01
chr8	97273520	97275185	1666	*	172.52666	0.3941766	0.18916960	2.083721	3.718559e-02	3.178606e-01
chr5	54522200	54523520	1321	*	74.51022	0.5852369	0.28108055	2.082097	3.733362e-02	3.181854e-01
chr6	41039614	41041630	2017	*	270.06880	0.3324213	0.15966090	2.082046	3.733829e-02	3.181854e-01
chr17	45331035	45331650	616	*	49.11506	-0.6995590	0.33602532	-2.081864	3.735491e-02	3.182304e-01
chr13	50017812	50018802	991	*	379.22220	0.2746427	0.13192596	2.081794	3.736126e-02	3.182304e-01
chr7	65235347	65236287	941	*	157.80807	0.4354695	0.20922002	2.081395	3.739777e-02	3.183396e-01
chr1	26437387	26438950	1564	*	111.91987	0.4890015	0.23500613	2.080803	3.745193e-02	3.185657e-01
chr11	76091660	76092626	967	*	224.72176	0.3199224	0.15382856	2.079733	3.755000e-02	3.191059e-01
chr17	27229718	27230405	688	*	56.53826	0.7869017	0.37844770	2.079288	3.759091e-02	3.191643e-01
chr17	48132689	48134034	1346	*	48.29964	-0.7708799	0.37084040	-2.078738	3.764147e-02	3.193541e-01
chr11	71497591	71498804	1214	*	1241.81717	0.3158300	0.15201327	2.077648	3.774183e-02	3.196768e-01
chr2	201374479	201375167	689	*	76.36917	0.5787509	0.27877335	2.076063	3.788816e-02	3.204458e-01
chr21	45431518	45432974	1457	*	72.66515	0.6067380	0.29232267	2.075576	3.793314e-02	3.205913e-01
chr5	131563022	131563989	968	*	41.71536	-0.7470143	0.35996108	-2.075264	3.796208e-02	3.207184e-01
chr15	76628567	76629236	670	*	95.24757	0.5234679	0.25249735	2.073162	3.815720e-02	3.217192e-01
chr16	67281236	67281690	455	*	66.30008	0.6149867	0.29666688	2.072987	3.817346e-02	3.217976e-01
chr19	17580260	17581544	1285	*	317.59809	0.3040295	0.14668971	2.072603	3.820925e-02	3.220404e-01
chr21	9968175	9968917	743	*	151.42325	-0.4219843	0.20362044	-2.072406	3.822757e-02	3.221360e-01
chr2	128283682	128284758	1077	*	121.00868	0.4642484	0.22410236	2.071591	3.830359e-02	3.224235e-01
chr2	220252080	220253439	1360	*	275.74034	0.3429354	0.16577360	2.068698	3.857448e-02	3.237917e-01
chr20	24972911	24973753	843	*	135.50614	0.4221380	0.20407353	2.068558	3.858757e-02	3.237917e-01
chr6	10722895	10723676	782	*	120.36338	0.4632530	0.22397962	2.068282	3.861352e-02	3.237917e-01
chr2	172015966	172017858	1893	*	100.17719	0.5194876	0.25120711	2.067965	3.864327e-02	3.237917e-01
chr11	73088043	73088253	211	*	18.10106	-1.1569420	0.56013528	-2.065469	3.887866e-02	3.249241e-01
chr9	71939642	71940527	886	*	16.58784	1.1936141	0.57799035	2.065111	3.891251e-02	3.250857e-01
chr4	6271124	6271752	629	*	114.83480	0.4898637	0.23732428	2.064111	3.900716e-02	3.256370e-01
chr10	100174665	100175402	738	*	74.15294	0.5485005	0.26603595	2.061753	3.923121e-02	3.269528e-01
chr1	224301510	224302460	951	*	55.09905	0.6562994	0.31849656	2.060617	3.933959e-02	3.276785e-01
chr19	3093937	3094551	615	*	51.64906	0.7444998	0.36147123	2.059638	3.943318e-02	3.280747e-01
chr3	101659404	101659877	474	*	27.30753	-1.1955417	0.58056151	-2.059285	3.946694e-02	3.281694e-01
chr1	142890560	142891329	770	*	55.45866	-0.9007837	0.43757075	-2.058601	3.953245e-02	3.282631e-01
chr7	95950530	95951775	1246	*	301.80942	0.3161310	0.15365123	2.057459	3.964213e-02	3.288338e-01
chr17	66507682	66509301	1620	*	251.30809	0.3773269	0.18341552	2.057224	3.966465e-02	3.289321e-01
chr16	56965109	56967096	1988	*	197.18287	0.3638707	0.17687778	2.057187	3.966823e-02	3.289321e-01
chr1	112281164	112282531	1368	*	137.84740	0.4353595	0.21165593	2.056921	3.969384e-02	3.290262e-01
chr11	59333325	59334023	699	*	47.65387	-0.8200911	0.39887960	-2.055986	3.978382e-02	3.292962e-01
chr14	59654735	59655861	1127	*	155.69041	0.3753001	0.18261508	2.055143	3.986521e-02	3.297362e-01
chr11	93861532	93862786	1255	*	72.21806	0.5749823	0.27981217	2.054887	3.988997e-02	3.297541e-01
chr1	36771727	36772980	1254	*	186.54158	0.3863396	0.18802791	2.054693	3.990867e-02	3.298002e-01
chr7	142247039	142247212	174	*	15.31981	-1.2464283	0.60671971	-2.054373	3.993964e-02	3.299336e-01
chr5	38845370	38846450	1081	*	80.04630	-0.5658245	0.27544956	-2.054186	3.995772e-02	3.299336e-01
chr16	838096	838860	765	*	61.62524	0.6396361	0.31145202	2.053723	4.000253e-02	3.301031e-01
chr1	153630911	153631606	696	*	65.61379	0.6849099	0.33352192	2.053568	4.001754e-02	3.301680e-01
chr6	155584535	155585250	716	*	30.48742	1.0092299	0.49162387	2.052850	4.008717e-02	3.304611e-01
chr5	110847901	110848746	846	*	75.93118	-0.5666047	0.27601147	-2.052830	4.008903e-02	3.304611e-01
chr15	63902451	63903046	596	*	95.23879	0.5927837	0.28895550	2.051471	4.022114e-02	3.311375e-01
chr1	26218776	26219304	529	*	37.95117	-0.6898793	0.33630969	-2.051322	4.023564e-02	3.311734e-01
chr4	154265457	154266189	733	*	42.58145	-0.7373844	0.35989116	-2.048909	4.047098e-02	3.320041e-01
chr17	73780473	73781718	1246	*	229.84461	0.2878629	0.14055127	2.048099	4.055028e-02	3.322995e-01
chr6	27655152	27656277	1126	*	45.17936	-0.8524257	0.41651602	-2.046562	4.070114e-02	3.329516e-01
chr13	91999355	92000450	1096	*	129.90434	0.4713486	0.23036144	2.046126	4.074394e-02	3.331825e-01
chr15	100879324	100879679	356	*	23.27854	-1.0227180	0.49986854	-2.045974	4.075893e-02	3.331825e-01
chr17	45972975	45974143	1169	*	478.64254	0.2106306	0.10296324	2.045688	4.078710e-02	3.331825e-01
chr19	12832984	12833853	870	*	78.93116	0.5539090	0.27085426	2.045044	4.085047e-02	3.334051e-01
chr11	34937313	34938424	1112	*	124.28248	0.4353368	0.21297492	2.044075	4.094610e-02	3.338471e-01
chr10	104261747	104262835	1089	*	516.66330	0.2152588	0.10531343	2.043983	4.095524e-02	3.338471e-01
chr9	77702725	77703887	1163	*	136.65689	0.4234865	0.20724609	2.043399	4.101293e-02	3.340813e-01
chr16	57278628	57279493	866	*	178.47617	0.3940775	0.19309147	2.040885	4.126224e-02	3.356975e-01
chr5	162932222	162933018	797	*	148.25452	0.4092969	0.20057235	2.040644	4.128618e-02	3.357598e-01
chr18	60381990	60383143	1154	*	286.20420	0.2737819	0.13426368	2.039136	4.143650e-02	3.366405e-01
chr1	150946483	150947465	983	*	67.56812	0.6026879	0.29561187	2.038781	4.147189e-02	3.368619e-01
chr7	27702119	27702859	741	*	201.54013	0.3169242	0.15548451	2.038301	4.151988e-02	3.369779e-01
chr17	79533508	79534124	617	*	46.24598	-0.7738914	0.37967843	-2.038281	4.152182e-02	3.369779e-01
chr8	144099813	144100614	802	*	66.28782	0.6674571	0.32748752	2.038115	4.153846e-02	3.370537e-01
chr1	180991185	180992424	1240	*	112.78715	0.4794725	0.23535658	2.037218	4.162825e-02	3.374856e-01
chr17	18759199	18759712	514	*	122.51092	0.4254024	0.20893723	2.036030	4.174738e-02	3.379766e-01
chr8	135816607	135817429	823	*	155.31243	0.4056734	0.19927204	2.035777	4.177279e-02	3.380642e-01
chr1	246729230	246730250	1021	*	257.61005	0.3532148	0.17355333	2.035195	4.183129e-02	3.384167e-01
chr17	36507382	36508102	721	*	63.72275	0.5800815	0.28505538	2.034978	4.185306e-02	3.384167e-01
chr3	126194095	126195400	1306	*	156.82366	0.4007894	0.19702817	2.034173	4.193414e-02	3.387832e-01
chr18	39534932	39535552	621	*	25.65768	0.9732681	0.47846908	2.034130	4.193854e-02	3.387832e-01
chr19	51857983	51858545	563	*	71.05930	0.5696817	0.28006697	2.034091	4.194242e-02	3.387832e-01
